API, Freq
ioparse_single_example,66
ioparse_sequence_example,0
iois_jpeg,0
ioFixedLenSequenceFeature,17
ioFixedLenFeature,211
ioextract_jpeg_shape,0
ioparse_example,17
iomatching_files,1
iomatch_filenames_once,0
ioencode_proto,0
ioencode_jpeg,1
ioencode_base64,1
iodeserialize_many_sparse,0
iodecode_raw,6
iodecode_jpeg,3
iodecode_proto,0
iodecode_png,3
iodecode_json_example,0
iodecode_bmp,0
iodecode_compressed,0
iodecode_gif,0
iodecode_csv,2
iodecode_and_crop_jpeg,0
iodecode_image,3
imagessim,25
imagetranspose,39
imagetotal_variation,6
imageyiq_to_rgb,0
imageyuv_to_rgb,0
iodecode_base64,0
imagesobel_edges,0
imagessim_multiscale,2
imagesample_distorted_bounding_box,104
imagerot90,9
imagergb_to_yuv,4
imagergb_to_hsv,2
imagergb_to_yiq,0
imagergb_to_grayscale,43
imageresize_with_pad,5
imagerandom_hue,201
imageresize,1286
imagerandom_saturation,267
imagerandom_jpeg_quality,1
imagerandom_flip_up_down,11
imageresize_with_crop_or_pad,3
imagerandom_flip_left_right,174
imagerandom_crop,32
imagerandom_brightness,304
imagepsnr,28
imageper_image_standardization,68
imagerandom_contrast,234
imagepad_to_bounding_box,66
imagenon_max_suppression_with_scores,1
imagenon_max_suppression_padded,2
imagenon_max_suppression,92
imageimage_gradients,0
imagehsv_to_rgb,1
imagenon_max_suppression_overlaps,0
imagedraw_bounding_boxes,88
imageextract_patches,2
imagegenerate_bounding_box_proposals,0
imageflip_up_down,14
imagegrayscale_to_rgb,26
imageflip_left_right,80
imageextract_glimpse,11
imagecrop_and_resize,120
imageadjust_jpeg_quality,0
imageencode_png,73
imagecentral_crop,45
imageconvert_image_dtype,290
imagecombined_non_max_suppression,1
imageadjust_saturation,6
imageadjust_hue,8
imageadjust_gamma,3
imageadjust_contrast,8
graph_utilimport_graph_def,2
imageadjust_brightness,7
imagecrop_to_bounding_box,100
feature_columnweighted_categorical_column,3
feature_columnnumeric_column,111
feature_columnmake_parse_example_spec,18
feature_columnsequence_numeric_column,0
feature_columnsequence_categorical_column_with_hash_bucket,0
feature_columnsequence_categorical_column_with_vocabulary_list,0
feature_columnsequence_categorical_column_with_identity,0
feature_columnshared_embeddings,0
feature_columnsequence_categorical_column_with_vocabulary_file,0
feature_columnembedding_column,31
feature_columnindicator_column,43
feature_columncrossed_column,10
feature_columncategorical_column_with_hash_bucket,29
feature_columncategorical_column_with_vocabulary_list,49
feature_columncategorical_column_with_vocabulary_file,1
feature_columnbucketized_column,16
feature_columncategorical_column_with_identity,40
estimatorexportRegressionOutput,7
estimatorexportServingInputReceiver,52
experimentaltensorrtConverter,0
estimatorexportPredictOutput,39
estimatorexportbuild_parsing_serving_input_receiver_fn,25
estimatorexportClassificationOutput,9
estimatorexportExportOutput,0
estimatorexportTensorServingInputReceiver,9
estimatorexportbuild_raw_serving_input_receiver_fn,16
estimatorexperimentalRNNClassifier,0
estimatorexperimentalstop_if_no_increase_hook,0
estimatorexperimentalstop_if_no_decrease_hook,0
estimatorexperimentalstop_if_lower_hook,0
estimatorexperimentalstop_if_higher_hook,0
estimatorexperimentalmake_stop_at_checkpoint_step_hook,0
estimatorexperimentalmake_early_stopping_hook,0
estimatorexperimentalRNNEstimator,0
estimatorexperimentalbuild_raw_supervised_input_receiver_fn,0
estimatorexperimentalLinearSDCA,0
estimatorexperimentalInMemoryEvaluatorHook,0
estimatorexperimentalcall_logit_fn,0
estimatorWarmStartSettings,4
estimatorVocabInfo,0
estimatortrain_and_evaluate,56
estimatorTrainSpec,51
estimatorSummarySaverHook,1
estimatorStepCounterHook,1
estimatorSessionRunValues,0
estimatorStopAtStepHook,0
estimatorSessionRunHook,21
estimatorSessionRunContext,0
estimatorSessionRunArgs,5
estimatorRunConfig,176
estimatorregressor_parse_example_spec,0
estimatorRegressionHead,0
estimatorProfilerHook,3
estimatorPoissonRegressionHead,0
estimatorSecondOrStepTimer,2
estimatorNanLossDuringTrainingError,3
estimatorLogisticRegressionHead,0
estimatorMultiHead,0
estimatorMultiClassHead,0
estimatorMultiLabelHead,0
estimatorLinearClassifier,9
estimatorGlobalStepWaiterHook,0
estimatorLatestExporter,9
estimatorLoggingTensorHook,7
estimatorHead,5
estimatorLinearEstimator,17
estimatorNanTensorHook,0
estimatorFinalOpsHook,0
estimatorFinalExporter,19
estimatorFeedFnHook,0
estimatorExporter,3
estimatorEvalSpec,57
estimatorEstimatorSpec,298
estimatorLinearRegressor,6
estimatorEstimator,607
estimatorDNNRegressor,4
estimatorDNNLinearCombinedRegressor,1
estimatorclassifier_parse_example_spec,0
estimatorDNNLinearCombinedEstimator,0
estimatorDNNClassifier,22
estimatorDNNLinearCombinedClassifier,14
estimatorDNNEstimator,15
estimatorCheckpointSaverHook,2
estimatorBinaryClassHead,1
estimatorBoostedTreesRegressor,2
estimatorBoostedTreesClassifier,1
estimatorBoostedTreesEstimator,1
estimatorBaselineRegressor,0
estimatorBaselineEstimator,0
estimatoradd_metrics,4
estimatorBestExporter,2
errorsUnknownError,3
estimatorBaselineClassifier,0
errorsUnimplementedError,22
errorsUnavailableError,7
errorsUnauthenticatedError,5
errorsResourceExhaustedError,5
errorsDeadlineExceededError,16
errorsOpError,98
errorsOutOfRangeError,652
errorsFailedPreconditionError,39
errorsNotFoundError,130
errorsInternalError,6
errorsInvalidArgumentError,402
dtypessaturate_cast,0
errorsAbortedError,45
errorsPermissionDeniedError,15
errorsDataLossError,5
errorsAlreadyExistsError,22
errorsCancelledError,42
dtypesDType,13
dtypescomplex,50
dtypesas_dtype,132
distributeexperimentalTPUStrategy,16
distributeexperimentalParameterServerStrategy,2
distributeexperimentalMultiWorkerMirroredStrategy,15
distributecluster_resolverTPUClusterResolver,22
distributeexperimentalCentralStorageStrategy,0
distributecluster_resolverSimpleClusterResolver,0
distributecluster_resolverSlurmClusterResolver,0
distributecluster_resolverUnionResolver,0
distributecluster_resolverTFConfigClusterResolver,1
distributecluster_resolverKubernetesClusterResolver,0
distributecluster_resolverClusterResolver,2
distributeReductionToOneDevice,0
distributeStrategy,18
distributecluster_resolverGCEClusterResolver,0
distributeServer,3
distributeStrategyExtended,0
distributeReplicaContext,0
distributeOneDeviceStrategy,17
distributeNcclAllReduce,4
distributeMirroredStrategy,66
distributein_cross_replica_context,0
distributeget_strategy,2
distributeCrossDeviceOps,0
distributeInputContext,8
distributehas_strategy,7
distributeexperimental_set_strategy,0
distributeHierarchicalCopyAllReduce,0
debuggingis_numeric_tensor,2
distributeget_replica_context,18
debuggingget_log_device_placement,0
debuggingexperimentalenable_dump_debug_info,0
debuggingset_log_device_placement,7
debuggingenable_check_numerics,0
debuggingexperimentaldisable_dump_debug_info,0
debuggingdisable_check_numerics,0
debuggingcheck_numerics,36
debuggingassert_type,12
debuggingassert_shapes,16
debuggingassert_scalar,6
debuggingassert_same_float_dtype,5
debuggingassert_rank_in,3
debuggingassert_positive,12
debuggingassert_non_positive,2
debuggingassert_proper_iterable,1
debuggingassert_rank,15
debuggingassert_integer,2
debuggingassert_less,32
debuggingassert_less_equal,20
debuggingassert_near,11
debuggingassert_none_equal,2
debuggingassert_negative,2
debuggingassert_greater_equal,37
dataexperimentalunique,0
debuggingassert_greater,55
debuggingassert_equal,70
debuggingassert_rank_at_least,2
debuggingassert_all_finite,4
debuggingassert_non_negative,8
dataexperimentalunbatch,5
dataexperimentalto_variant,0
dataexperimentalThreadingOptions,0
dataexperimentalTFRecordWriter,1
dataexperimentaltake_while,1
dataexperimentalStatsOptions,0
dataexperimentalStatsAggregator,0
dataexperimentalSqlDataset,0
dataexperimentalprefetch_to_device,3
dataexperimentalscan,0
dataexperimentalrejection_resample,1
dataexperimentalsample_from_datasets,4
dataexperimentalshuffle_and_repeat,11
dataexperimentalReducer,0
dataexperimentalRandomDataset,0
dataexperimentalparse_example_dataset,0
dataexperimentalMapVectorizationOptions,0
dataexperimentalmap_and_batch,26
dataexperimentalOptimizationOptions,0
dataexperimentalmake_saveable_from_iterator,0
dataexperimentalmake_csv_dataset,1
dataexperimentalparallel_interleave,11
dataexperimentalmake_batched_features_dataset,13
dataexperimentallatency_stats,0
dataexperimentalignore_errors,1
dataexperimentalgroup_by_window,2
dataexperimentalgroup_by_reducer,0
dataexperimentalget_structure,3
dataexperimentalDistributeOptions,0
dataexperimentalfrom_variant,0
dataexperimentalCsvDataset,3
dataexperimentaldense_to_ragged_batch,0
dataexperimentalget_next_as_optional,0
dataexperimentalenumerate_dataset,0
dataexperimentalCounter,2
dataexperimentaldense_to_sparse_batch,0
dataexperimentalCheckpointInputPipelineHook,0
dataexperimentalchoose_from_datasets,2
dataexperimentalget_single_element,4
dataexperimentalcardinality,5
dataexperimentalcopy_to_device,0
dataexperimentalbytes_produced_stats,0
dataexperimentalbucket_by_sequence_length,2
dataTFRecordDataset,286
dataTextLineDataset,61
dataOptions,15
dataFixedLengthRecordDataset,8
dataDatasetSpec,0
dataDataset,1459
configthreadingset_intra_op_parallelism_threads,4
configthreadingset_inter_op_parallelism_threads,4
configthreadingget_intra_op_parallelism_threads,0
configthreadingget_inter_op_parallelism_threads,0
configoptimizerset_jit,2
configoptimizerset_experimental_options,4
configoptimizerget_jit,0
configoptimizerget_experimental_options,2
configexperimentalset_synchronous_execution,0
configexperimentalset_memory_growth,57
configexperimentalset_device_policy,0
configexperimentalget_synchronous_execution,0
configset_visible_devices,1
configset_logical_device_configuration,3
configset_soft_device_placement,5
configexperimentalenable_mlir_bridge,0
configexperimentaldisable_mlir_bridge,0
configexperimentalget_memory_growth,0
configexperimentalget_device_policy,0
configLogicalDeviceConfiguration,4
configLogicalDevice,4
configget_visible_devices,2
configget_soft_device_placement,1
configlist_physical_devices,16
configlist_logical_devices,5
configPhysicalDevice,0
configexperimental_run_functions_eagerly,8
configexperimental_functions_run_eagerly,7
configget_logical_device_configuration,0
configexperimental_connect_to_host,1
compatv1user_opsmy_fact,0
configexperimental_connect_to_cluster,14
compatv1trainexperimentalenable_mixed_precision_graph_rewrite,0
compatv1trainexperimentalMixedPrecisionLossScaleOptimizer,0
compatv1trainexperimentaldisable_mixed_precision_graph_rewrite,0
compatv1trainWorkerSessionCreator,1
compatv1trainwarm_start,0
compatv1trainupdate_checkpoint_state,0
compatv1trainstart_queue_runners,2
compatv1trainSyncReplicasOptimizer,0
compatv1trainSupervisor,0
compatv1trainsummary_iterator,5
compatv1trainstring_input_producer,0
compatv1trainslice_input_producer,0
compatv1trainSessionManager,0
compatv1trainsdca_fprint,0
compatv1trainSessionCreator,0
compatv1trainsdca_shrink_l1,0
compatv1trainsdca_optimizer,0
compatv1trainSingularMonitoredSession,2
compatv1trainshuffle_batch,0
compatv1trainshuffle_batch_join,0
compatv1trainremove_checkpoint,0
compatv1trainScaffold,6
compatv1trainSaver,34
compatv1trainRMSPropOptimizer,6
compatv1trainreplica_device_setter,12
compatv1trainrange_input_producer,0
compatv1trainProximalGradientDescentOptimizer,2
compatv1trainQueueRunner,1
compatv1trainProximalAdagradOptimizer,2
compatv1trainpolynomial_decay,5
compatv1trainpiecewise_constant,4
compatv1trainOptimizer,11
compatv1trainnoisy_linear_cosine_decay,0
compatv1trainMonitoredTrainingSession,1
compatv1trainMonitoredSessionStepContext,0
compatv1trainMonitoredSession,5
compatv1trainNewCheckpointReader,3
compatv1trainmaybe_shuffle_batch_join,0
compatv1trainmaybe_shuffle_batch,0
compatv1trainnatural_exp_decay,2
compatv1trainMomentumOptimizer,7
compatv1traininput_producer,0
compatv1trainmaybe_batch_join,0
compatv1trainlinear_cosine_decay,0
compatv1trainmaybe_batch,0
compatv1trainlimit_epochs,0
compatv1traininverse_time_decay,2
compatv1trainLooperThread,0
compatv1traininit_from_checkpoint,2
compatv1trainimport_meta_graph,3
compatv1trainGradientDescentOptimizer,55
compatv1trainglobal_step,2
compatv1trainget_or_create_global_step,75
compatv1trainget_checkpoint_mtimes,0
compatv1trainget_global_step,29
compatv1trainexport_meta_graph,1
compatv1traincosine_decay,3
compatv1traincosine_decay_restarts,1
compatv1trainexponential_decay,5
compatv1traincreate_global_step,8
compatv1traingenerate_checkpoint_state_proto,0
compatv1trainFtrlOptimizer,2
compatv1trainbatch_join,0
compatv1traindo_quantize_training_on_graphdef,0
compatv1trainCheckpoint,3
compatv1trainbatch,0
compatv1trainChiefSessionCreator,3
compatv1trainbasic_train_loop,0
compatv1trainassert_global_step,0
compatv1trainAdagradOptimizer,4
compatv1trainAdadeltaOptimizer,4
compatv1trainadd_queue_runner,0
compatv1trainAdamOptimizer,133
compatv1trainAdagradDAOptimizer,2
compatv1tpuexperimentalStochasticGradientDescentParameters,0
compatv1tpuexperimentalembedding_column,0
compatv1tpuexperimentalAdagradParameters,0
compatv1tpuexperimentalshared_embedding_columns,0
compatv1tpuexperimentalAdamParameters,0
compatv1traincheckpoint_exists,1
compatv1tpureplicate,0
compatv1tpucross_replica_sum,0
compatv1tpuinitialize_system,0
compatv1tpushard,0
compatv1tpuoutside_compilation,0
compatv1tpurewrite,0
compatv1tpushutdown_system,0
compatv1tpubatch_parallel,0
compatv1tpuCrossShardOptimizer,2
compatv1tpucore,0
compatv1testtest_src_dir_path,0
compatv1testcompute_gradient_error,0
compatv1testcompute_gradient,0
compatv1testStubOutForTesting,0
compatv1summarytext,1
compatv1testassert_equal_graph_def,0
compatv1testget_temp_dir,8
compatv1summarymerge,3
compatv1summaryscalar,38
compatv1summaryinitialize,0
compatv1summaryimage,48
compatv1summarymerge_all,3
compatv1summarytensor_summary,0
compatv1summaryaudio,5
compatv1summaryFileWriter,10
compatv1summaryget_summary_description,0
compatv1summaryall_v2_summary_ops,2
compatv1summaryhistogram,6
compatv1stringssplit,0
compatv1stringslength,0
compatv1stringssubstr,0
compatv1saved_modelmain_opmain_op,0
compatv1saved_modelregression_signature_def,0
compatv1saved_modelpredict_signature_def,0
compatv1saved_modelmain_op_with_restore,0
compatv1saved_modelsimple_save,2
compatv1saved_modelload,5
compatv1saved_modelis_valid_signature,0
compatv1saved_modelget_tensor_from_tensor_info,0
compatv1saved_modelclassification_signature_def,0
compatv1saved_modelbuild_tensor_info,0
compatv1saved_modelbuild_signature_def,0
compatv1saved_modelBuilder,1
compatv1saved_modelcontains_saved_model,0
compatv1resource_loaderload_resource,0
compatv1resource_loaderget_root_dir_with_all_resources,0
compatv1resource_loaderget_data_files_path,0
compatv1resource_loaderget_path_to_datafile,0
compatv1resource_loaderreadahead_file_path,0
compatv1randomstateless_multinomial,0
compatv1raggedRaggedTensorValue,2
compatv1raggedplaceholder,0
compatv1raggedconstant_value,0
compatv1profilerProfileOptionBuilder,2
compatv1profilerwrite_op_log,0
compatv1profilerProfiler,0
compatv1profilerprofile,2
compatv1profileradvise,0
compatv1nnrnn_cellLSTMStateTuple,5
compatv1nnrnn_cellRNNCell,8
compatv1nnrnn_cellLSTMCell,10
compatv1nnrnn_cellResidualWrapper,0
compatv1nnrnn_cellMultiRNNCell,11
compatv1nnxw_plus_b,1
compatv1nnrnn_cellGRUCell,4
compatv1nnrnn_cellDropoutWrapper,1
compatv1nnrnn_cellDeviceWrapper,0
compatv1nnrnn_cellBasicRNNCell,1
compatv1nnrnn_cellBasicLSTMCell,4
compatv1nnweighted_moments,0
compatv1nnweighted_cross_entropy_with_logits,0
compatv1nnsparse_softmax_cross_entropy_with_logits,3
compatv1nnstatic_rnn,0
compatv1nnsufficient_statistics,0
compatv1nnsoftmax_cross_entropy_with_logits_v2,2
compatv1nnsoftmax_cross_entropy_with_logits,2
compatv1nnsigmoid_cross_entropy_with_logits,0
compatv1nnsafe_embedding_lookup_sparse,0
compatv1nnstatic_state_saving_rnn,0
compatv1nnsampled_softmax_loss,0
compatv1nnstatic_bidirectional_rnn,0
compatv1nnseparable_conv2d,0
compatv1nnraw_rnn,0
compatv1nnrelu_layer,1
compatv1nnquantized_max_pool,0
compatv1nnquantized_conv2d,0
compatv1nnquantized_avg_pool,0
compatv1nnpool,0
compatv1nnnce_loss,0
compatv1nnmoments,0
compatv1nnmax_pool_with_argmax,0
compatv1nnquantized_relu_x,0
compatv1nnmax_pool,0
compatv1nnfractional_max_pool,0
compatv1nnerosion2d,0
compatv1nnfused_batch_norm,4
compatv1nnfractional_avg_pool,0
compatv1nnembedding_lookup,0
compatv1nnembedding_lookup_sparse,0
compatv1nndilation2d,0
compatv1nndynamic_rnn,12
compatv1nndropout,2
compatv1nndepthwise_conv2d,0
compatv1nnctc_loss,0
compatv1nndepthwise_conv2d_native,0
compatv1nnctc_beam_search_decoder,0
compatv1nncrelu,0
compatv1nnconvolution,0
compatv1nnconv3d_transpose,0
compatv1nnconv3d_backprop_filter,0
compatv1nnconv3d,0
compatv1nnconv2d_transpose,0
compatv1nnconv2d_backprop_input,2
compatv1nnconv2d_backprop_filter,0
compatv1nnbidirectional_dynamic_rnn,8
compatv1nnconv1d,0
compatv1nnconv2d,2
compatv1nnbatch_norm_with_global_normalization,0
compatv1nnavg_pool,0
compatv1metricstrue_positives_at_thresholds,0
compatv1metricstrue_positives,1
compatv1metricstrue_negatives_at_thresholds,0
compatv1metricstrue_negatives,1
compatv1metricsspecificity_at_sensitivity,0
compatv1metricsroot_mean_squared_error,0
compatv1metricssparse_precision_at_k,0
compatv1metricssparse_average_precision_at_k,0
compatv1metricssensitivity_at_specificity,0
compatv1metricsrecall_at_top_k,0
compatv1metricsprecision_at_thresholds,0
compatv1metricsrecall_at_k,0
compatv1metricsprecision_at_top_k,0
compatv1metricsrecall,3
compatv1metricspercentage_below,0
compatv1metricsrecall_at_thresholds,0
compatv1metricsmean_squared_error,2
compatv1metricsmean_per_class_accuracy,0
compatv1metricsmean_relative_error,0
compatv1metricsmean_tensor,0
compatv1metricsprecision_at_k,0
compatv1metricsmean_iou,0
compatv1metricsprecision,4
compatv1metricsmean_cosine_distance,0
compatv1metricsfalse_positives_at_thresholds,0
compatv1metricsfalse_positives,1
compatv1metricsfalse_negatives_at_thresholds,0
compatv1metricsfalse_negatives,1
compatv1metricsmean_absolute_error,0
compatv1metricsmean,31
compatv1metricsaverage_precision_at_k,0
compatv1mathlog_softmax,0
compatv1metricsauc,0
compatv1metricsaccuracy,6
compatv1mathin_top_k,0
compatv1lossesmean_squared_error,11
compatv1lossesmean_pairwise_squared_error,1
compatv1losseslog_loss,1
compatv1lossessigmoid_cross_entropy,1
compatv1mathsoftmax,0
compatv1lossessparse_softmax_cross_entropy,10
compatv1lossessoftmax_cross_entropy,7
compatv1losseshuber_loss,7
compatv1losseshinge_loss,1
compatv1lossesget_total_loss,5
compatv1lossesget_regularization_losses,0
compatv1lossesget_regularization_loss,0
compatv1lossesadd_loss,0
compatv1lossesabsolute_difference,2
compatv1lossescosine_distance,2
compatv1lossesget_losses,0
compatv1lossescompute_weighted_loss,3
compatv1lookupStaticHashTable,0
compatv1loggingwarning,18
compatv1lookupStaticVocabularyTable,0
compatv1loggingwarn,24
compatv1loggingvlog,1
compatv1loggingTaskLevelStatusMessage,0
compatv1loggingset_verbosity,21
compatv1logginglog_if,0
compatv1logginglog_first_n,0
compatv1logginglog_every_n,0
compatv1loggingget_verbosity,0
compatv1logginglog,0
compatv1loggingflush,0
compatv1logginginfo,53
compatv1liteexperimentalnnTfLiteRNNCell,0
compatv1loggingdebug,1
compatv1loggingerror,4
compatv1liteexperimentalnnTFLiteLSTMCell,0
compatv1liteexperimentalnndynamic_rnn,0
compatv1loggingfatal,0
compatv1litetoco_convert,0
compatv1liteexperimentalget_potentially_supported_ops,0
compatv1liteTFLiteConverter,0
compatv1liteexperimentalconvert_op_hints_to_stubs,0
compatv1liteOpHintOpHintArgumentTracker,0
compatv1liteOpHint,0
compatv1linalgl2_normalize,0
compatv1layersSeparableConv2D,0
compatv1layersmax_pooling3d,0
compatv1layersseparable_conv1d,0
compatv1layersseparable_conv2d,0
compatv1layersSeparableConv1D,0
compatv1layersmax_pooling2d,5
compatv1layersflatten,0
compatv1layersmax_pooling1d,0
compatv1layersMaxPooling2D,0
compatv1layersexperimentalset_keras_style,0
compatv1layersLayer,0
compatv1layersMaxPooling1D,0
compatv1layersMaxPooling3D,0
compatv1layersconv3d,0
compatv1layersFlatten,0
compatv1layersdropout,3
compatv1layersDropout,0
compatv1layersDense,1
compatv1layersdense,34
compatv1layersconv3d_transpose,0
compatv1layersConv3DTranspose,0
compatv1layersconv2d,5
compatv1layersConv1D,0
compatv1layersConv2D,0
compatv1layersConv3D,0
compatv1layersconv2d_transpose,0
compatv1layersaverage_pooling1d,0
compatv1layersAveragePooling3D,0
compatv1layersConv2DTranspose,0
compatv1layersBatchNormalization,1
compatv1layersconv1d,0
compatv1layersbatch_normalization,1
compatv1layersaverage_pooling3d,0
compatv1layersaverage_pooling2d,0
compatv1layersAveragePooling2D,0
compatv1layersAveragePooling1D,0
compatv1keraslayersexperimentalpreprocessingTextVectorization,0
compatv1keraslayersexperimentalpreprocessingNormalization,0
compatv1keraslayersGRUCell,2
compatv1keraslayersGRU,2
compatv1keraslayersDenseFeatures,2
compatv1keraslayersCuDNNLSTM,0
compatv1keraslayersCuDNNGRU,0
compatv1keraslayersBatchNormalization,0
compatv1keraslayersLSTMCell,3
compatv1keraslayersLSTM,3
compatv1kerasinitializersTruncatedNormal,0
compatv1kerasinitializersOrthogonal,0
compatv1kerasinitializersZeros,0
compatv1kerasinitializersRandomUniform,0
compatv1kerasinitializersOnes,0
compatv1kerasinitializersVarianceScaling,9
compatv1kerasinitializersRandomNormal,0
compatv1kerasinitializerslecun_normal,0
compatv1kerasinitializersInitializer,0
compatv1kerasinitializershe_normal,2
compatv1kerasinitializerslecun_uniform,0
compatv1kerasinitializersglorot_uniform,4
compatv1kerasinitializersIdentity,0
compatv1kerasinitializersglorot_normal,0
compatv1kerasinitializershe_uniform,0
compatv1kerasinitializersConstant,0
compatv1kerasexperimentalload_from_saved_model,0
compatv1kerasexperimentalexport_saved_model,0
compatv1kerasestimatormodel_to_estimator,0
compatv1kerascallbacksTensorBoard,0
compatv1kerasbackendset_session,2
compatv1kerasbackendname_scope,0
compatv1kerasbackendget_session,2
compatv1iotf_record_iterator,2
compatv1imagesample_distorted_bounding_box,0
compatv1imageresize_nearest_neighbor,2
compatv1imageresize_image_with_pad,0
compatv1imageresize_bilinear,4
compatv1imageresize_bicubic,1
compatv1imageextract_glimpse,0
compatv1graph_utiltensor_shape_from_node_def_name,1
compatv1imageresize_area,0
compatv1imageresize,11
compatv1imagedraw_bounding_boxes,0
compatv1graph_utilremove_training_nodes,4
compatv1imagecrop_and_resize,1
compatv1graph_utilconvert_variables_to_constants,5
compatv1gfileWalk,0
compatv1graph_utilmust_run_on_cpu,1
compatv1gfileStat,0
compatv1graph_utilextract_sub_graph,6
compatv1gfileMkDir,0
compatv1gfileMakeDirs,0
compatv1gfileListDirectory,0
compatv1gfileGlob,0
compatv1gfileFastGFile,7
compatv1gfileCopy,0
compatv1gfileExists,0
compatv1gfileDeleteRecursively,0
compatv1gfileRemove,0
compatv1gfileRename,0
compatv1flagstf_decoratortf_stackStackTraceTransform,0
compatv1flagstf_decoratortf_stackStackSummary,0
compatv1flagstf_decoratortf_stackFrameSummary,0
compatv1flagstf_decoratortf_stackStackTraceMapper,0
compatv1flagstf_decoratortf_stackextract_stack,0
compatv1flagstf_decoratortf_stackStackTraceFilter,0
compatv1flagstf_decoratortf_stackCurrentModuleFilter,0
compatv1flagstf_decoratorTFDecorator,0
compatv1flagstf_decoratorrewrap,0
compatv1flagstf_decoratorunwrap,0
compatv1gfileIsDirectory,0
compatv1flagsUnrecognizedFlagError,0
compatv1flagsvalidator,0
compatv1flagstf_decoratormake_decorator,0
compatv1flagsWhitespaceSeparatedListParser,0
compatv1flagstext_wrap,0
compatv1flagsmark_flag_as_required,0
compatv1flagsmulti_flags_validator,0
compatv1flagsregister_validator,0
compatv1flagsregister_multi_flags_validator,0
compatv1flagsmark_flags_as_mutual_exclusive,0
compatv1flagsMultiFlag,0
compatv1flagsmark_flags_as_required,0
compatv1flagsMultiEnumClassFlag,0
compatv1flagsmark_bool_flags_as_mutual_exclusive,0
compatv1flagsListSerializer,0
compatv1flagsListParser,0
compatv1flagsFloatParser,0
compatv1flagsget_help_width,0
compatv1flagsflag_dict_to_args,0
compatv1flagsIntegerParser,0
compatv1flagsEnumParser,0
compatv1flagsFlagValues,0
compatv1flagsEnumFlag,0
compatv1flagsFLAGS,1
compatv1flagsEnumClassParser,0
compatv1flagsEnumClassFlag,0
compatv1flagsdoc_to_help,0
compatv1flagsDEFINE_string,23
compatv1flagsDEFINE_spaceseplist,0
compatv1flagsDEFINE_multi_string,0
compatv1flagsdisclaim_key_flags,0
compatv1flagsDEFINE_multi_integer,0
compatv1flagsFlag,0
compatv1flagsDEFINE_multi_float,0
compatv1flagsDEFINE_integer,28
compatv1flagsDEFINE_multi_enum_class,0
compatv1flagsDEFINE_multi_enum,0
compatv1flagsDEFINE_multi,0
compatv1flagsDEFINE_list,0
compatv1flagsDEFINE_float,24
compatv1flagsDEFINE_flag,0
compatv1flagsDEFINE,111
compatv1flagsDEFINE_enum_class,0
compatv1flagsDEFINE_enum,0
compatv1flagsCsvListSerializer,0
compatv1flagsDEFINE_bool,36
compatv1flagsDEFINE_alias,0
compatv1flagsBaseListParser,0
compatv1flagsadopt_module_key_flags,0
compatv1flagsBooleanParser,0
compatv1flagsdeclare_key_flag,0
compatv1flagsArgumentParser,0
compatv1flagsBooleanFlag,0
compatv1flagsArgumentSerializer,0
compatv1feature_columnlinear_model,0
compatv1feature_columninput_layer,4
compatv1feature_columnshared_embedding_columns,0
compatv1feature_columncategorical_column_with_vocabulary_file,0
compatv1feature_columnmake_parse_example_spec,0
compatv1experimentaloutput_all_intermediates,0
compatv1estimatortpuTPUEstimator,14
compatv1estimatortpuRunConfig,6
compatv1estimatortpuTPUConfig,1
compatv1estimatortpuexperimentalEmbeddingConfigSpec,0
compatv1estimatorinputspandas_input_fn,0
compatv1estimatortpuTPUEstimatorSpec,5
compatv1estimatorinputsnumpy_input_fn,13
compatv1estimatorregressor_parse_example_spec,0
compatv1estimatorexperimentallinear_logit_fn_builder,0
compatv1estimatorexperimentalKMeans,0
compatv1estimatorLinearRegressor,0
compatv1estimatorLinearEstimator,1
compatv1estimatorexperimentaldnn_logit_fn_builder,0
compatv1estimatorDNNLinearCombinedClassifier,0
compatv1estimatorEstimator,0
compatv1estimatorDNNRegressor,0
compatv1estimatorDNNLinearCombinedRegressor,0
compatv1estimatorDNNClassifier,0
compatv1estimatorLinearClassifier,0
compatv1estimatorDNNLinearCombinedEstimator,0
compatv1estimatorDNNEstimator,1
compatv1estimatorclassifier_parse_example_spec,0
compatv1errorserror_code_from_exception_type,0
compatv1estimatorBaselineRegressor,0
compatv1estimatorBaselineEstimator,0
compatv1estimatorBaselineClassifier,0
compatv1errorsraise_exception_on_not_ok_status,0
compatv1errorsexception_type_from_error_code,0
compatv1distributionsStudentT,0
compatv1distributionsReparameterizationType,0
compatv1distributionsMultinomial,0
compatv1distributionsUniform,0
compatv1distributionsRegisterKL,0
compatv1distributionsLaplace,0
compatv1distributionskl_divergence,0
compatv1distributionsDirichletMultinomial,0
compatv1distributionsGamma,0
compatv1distributionsExponential,0
compatv1distributionsDirichlet,0
compatv1distributionsNormal,0
compatv1distributionsDistribution,0
compatv1distributionsCategorical,0
compatv1distributionsBeta,0
compatv1distributionsBernoulli,0
compatv1distributeexperimentalTPUStrategy,0
compatv1distributeexperimentalParameterServerStrategy,0
compatv1distributeexperimentalMultiWorkerMirroredStrategy,0
compatv1distributeexperimentalCentralStorageStrategy,0
compatv1distributeMirroredStrategy,0
compatv1distributeget_loss_reduction,0
compatv1distributeStrategy,0
compatv1distributeStrategyExtended,0
compatv1distributeOneDeviceStrategy,0
